CAMPUS_UTILIZADO,SEDE,NACIONALIDAD,CLAVE_GENERO,AREA,CLAVE_MAJOR_PGMA_ACAD,DESC_CIUDAD_ESCUELA,DESC_MUNICIPIO_ESCUELA,DESC_ESTADO_ESCUELA,DESC_PAIS_ESCUELA,V_PROM_IND,V_PAA_IND,V_TEC_NO_TEC,FECHA_DECISION_ADMISION_FINAL,PERFIL,IPP,INSCRITO,CAMPUS_APORTACION,EDAD,ORIGEN_DE_LA_SOLICITUD,PUNTAJE_EUC,RUBRICA,ENSAYO,CV,V_SOL_BSE,BECA_SOAF,V_POSTDTA,V_POSTULADOBTE,v_becadobte,BECABTE,DISCIPLINA,BECA_BHP,V_POSSTEAM,V_BHP,V_BSE,v_anybeca,POST_ANYBECA,prcBeca_f,TIPO_BECA_F,V_BECABTE,V_ANY_BECA,PRC_BECA_F
Querétaro,QRO,Estadounidense,M,PBB,PBB,Santiago de Querétaro,Querétaro,Querétaro,México,77.5,1115,No Tec,2024-01-31T00:00:00.000Z,Perfil B,1,1,Querétaro,15.0,Solicitud,29.0,80.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,PBB,PBB,Huixquilucan de Degollado,Huixquilucan,Estado de México,México,84.0,1058,No Tec,2024-01-30T00:00:00.000Z,Perfil A,1,1,Santa Fe,15.0,Solicitud,36.0,89.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Hidalgo,HGO,Mexicana,M,PBB,PBB,Pachuca de Soto,Pachuca de Soto,Hidalgo,México,93.0,1221,No Tec,2024-02-18T00:00:00.000Z,Perfil A+,1,1,Hidalgo,15.0,Solicitud,50.0,100.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,F,PBB,PBB,Zinacantepec,Zinacantepec,Estado de México,México,88.0,964,No Tec,2024-02-07T00:00:00.000Z,Perfil A,0,0,Toluca,14.0,Solicitud,37.0,90.0,15.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,PBI,PBI,Ciudad del Carmen,Carmen,Campeche,México,91.0,1239,No Tec,2024-01-30T00:00:00.000Z,Perfil A+,1,1,Puebla,14.0,Solicitud,42.0,84.0,9.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad Juárez,CDJ,Mexicana,F,PBB,PBB,Juárez,Juárez,Chihuahua,México,82.5,1005,No Tec,2024-02-15T00:00:00.000Z,Perfil A,0,0,Ciudad Juárez,14.0,Solicitud,39.0,81.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Hidalgo,HGO,Mexicana,F,PBB,PBB,Nopaltepec,Nopaltepec,Estado de México,México,99.0,896,No Tec,2024-01-22T00:00:00.000Z,Perfil B,0,0,,14.0,Solicitud,9.0,80.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,PTM,PTM,Miguel Hidalgo,Indefinido,Ciudad de México,México,96.5,1294,No Tec,2024-01-30T00:00:00.000Z,Perfil A+,1,1,Santa Fe,15.0,Solicitud,50.0,91.0,21.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,PBB,PBB,Ciudad de México,Miguel Hidalgo,Ciudad de México,México,80.5,1053,No Tec,2024-02-07T00:00:00.000Z,Perfil A,1,1,,14.0,Solicitud,28.0,89.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,ESM,Mexicana,F,PBB,PBB,Naucalpan de Juárez,Naucalpan de Juárez,Estado de México,México,95.5,1027,No Tec,2024-01-29T00:00:00.000Z,Perfil A,1,1,Estado de México,14.0,Solicitud,29.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,PTM,PTM,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,México,80.0,1116,No Tec,2024-02-07T00:00:00.000Z,Perfil A,0,0,Santa Fe,15.0,Solicitud,50.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,PBI,PBI,Ciudad de México,Álvaro Obregón,Ciudad de México,México,88.0,950,No Tec,2024-02-27T00:00:00.000Z,Perfil A,0,0,Santa Fe,15.0,Solicitud,22.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Catarina,PSC,Mexicana,M,PTM,PTM,,,,Estados Unidos de América,87.7,934,No Tec,2024-02-02T00:00:00.000Z,Perfil B,1,1,Extranjero NO LATAM,15.0,Solicitud,50.0,76.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Hidalgo,HGO,Mexicana,M,PBB,PBB,Pachuca de Soto,Pachuca de Soto,Hidalgo,México,91.0,1152,No Tec,2024-02-18T00:00:00.000Z,Perfil A+,1,1,Hidalgo,14.0,Solicitud,37.0,79.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,F,PBB,PBB,Culiacán Rosales,Culiacán,Sinaloa,México,97.5,1092,No Tec,2024-01-19T00:00:00.000Z,Perfil A,0,0,Sinaloa,14.0,Solicitud,27.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Saltillo,SAL,Mexicana,M,PBB,PBB,Saltillo,Saltillo,Coahuila,México,93.5,1408,No Tec,2024-01-22T00:00:00.000Z,Perfil A+,1,1,Saltillo,14.0,Solicitud,38.0,80.0,5.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PBB,PBB,Coyoacán,Indefinido,Ciudad de México,México,92.5,1160,No Tec,2024-01-21T00:00:00.000Z,Perfil A+,1,1,Ciudad de México,14.0,Solicitud,35.0,87.0,17.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,PBB,PBB,Irapuato,Irapuato,Guanajuato,México,95.5,1023,No Tec,2024-02-13T00:00:00.000Z,Perfil A,1,1,Irapuato,15.0,Solicitud,13.0,81.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PBB,PBB,Los Reyes de Acaquilpan,La Paz,Estado de México,México,95.0,942,No Tec,2024-02-06T00:00:00.000Z,Perfil B,1,1,Estado de México,15.0,Solicitud,21.0,80.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,PBB,PBB,Naucalpan de Juárez,Naucalpan de Juárez,Estado de México,México,87.0,958,No Tec,2024-01-29T00:00:00.000Z,Perfil A,1,1,Estado de México,14.0,Contacto directo,24.0,94.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Toluca,MET,Mexicana,F,PBB,PBB,Metepec,Metepec,Estado de México,México,83.0,976,No Tec,2024-02-14T00:00:00.000Z,Perfil A,1,1,Toluca,15.0,Solicitud,37.0,83.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,PBB,PBB,Santiago de Querétaro,Querétaro,Querétaro,México,88.0,1074,No Tec,2024-01-15T00:00:00.000Z,Perfil A,0,0,Querétaro,16.0,Solicitud,50.0,93.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,PBB,PBB,Santiago de Querétaro,Querétaro,Querétaro,México,80.0,1014,No Tec,2024-01-24T00:00:00.000Z,Perfil A,1,1,Querétaro,14.0,Solicitud,32.0,82.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,PTM,PTM,Naucalpan de Juárez,Naucalpan de Juárez,Estado de México,México,79.0,1142,No Tec,2024-02-12T00:00:00.000Z,Perfil B,1,1,Estado de México,15.0,Solicitud,48.0,70.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,PBB,PBB,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,México,93.0,1205,No Tec,2024-01-16T00:00:00.000Z,Perfil A+,1,1,Estado de México,14.0,Solicitud,50.0,95.0,25.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad Juárez,CDJ,Mexicana,M,PBB,PBB,Juárez,Juárez,Chihuahua,México,87.0,892,No Tec,2024-01-19T00:00:00.000Z,Perfil B,1,1,Ciudad Juárez,14.0,Solicitud,22.0,80.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PBB,PBB,Benito Juárez,Indefinido,Ciudad de México,México,85.5,968,No Tec,2024-02-20T00:00:00.000Z,Perfil A,1,1,Ciudad de México,15.0,Solicitud,33.0,83.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,PBB,PBB,Indefinido,Villa Corregidora,Querétaro,México,95.0,1069,No Tec,2024-01-18T00:00:00.000Z,Perfil A,0,0,Querétaro,15.0,Solicitud,35.0,89.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Hidalgo,HGO,Mexicana,M,PBB,PBB,Pachuca de Soto,Pachuca de Soto,Hidalgo,México,93.0,1336,No Tec,2024-01-18T00:00:00.000Z,Perfil A+,1,1,Hidalgo,15.0,Solicitud,45.0,108.0,23.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PTM,PTM,Ciudad de México,Benito Juárez,Ciudad de México,México,93.5,1297,No Tec,2024-01-22T00:00:00.000Z,Perfil A+,0,0,Ciudad de México,15.0,Solicitud,50.0,86.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Toluca,TOL,Mexicana,M,PBB,PBB,Ixtlahuaca de Rayón,Ixtlahuaca,Estado de México,México,97.0,1240,No Tec,2024-01-17T00:00:00.000Z,Perfil A+,0,0,Toluca,15.0,Solicitud,33.0,83.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,F,PTM,PTM,Ciudad de México,Coyoacán,Ciudad de México,México,92.5,1079,No Tec,2024-01-18T00:00:00.000Z,Perfil A,0,0,Ciudad de México,15.0,Solicitud,43.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,PTM,PTM,Tlalnepantla de Baz,Tlalnepantla de Baz,Estado de México,México,95.0,1135,No Tec,2024-01-31T00:00:00.000Z,Perfil A+,1,1,Estado de México,14.0,Solicitud,45.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,ESM,Mexicana,M,PBB,PBB,Ciudad Adolfo López Mateos,Atizapán de Zaragoza,Estado de México,México,91.0,1122,No Tec,2024-01-16T00:00:00.000Z,Perfil A,1,1,Estado de México,15.0,Solicitud,25.0,94.0,9.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Cuernavaca,MOR,Mexicana,M,PBB,PBB,Cuernavaca,Cuernavaca,Morelos,México,93.0,1107,No Tec,2024-02-19T00:00:00.000Z,Perfil A,1,1,Cuernavaca,14.0,Solicitud,18.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PBB,PBB,Ciudad de México,Benito Juárez,Ciudad de México,México,85.5,1007,No Tec,2024-02-28T00:00:00.000Z,Perfil A,0,0,Ciudad de México,14.0,Solicitud,32.0,98.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,PBB,PBB,Santiago de Querétaro,Querétaro,Querétaro,México,87.0,983,No Tec,2024-01-31T00:00:00.000Z,Perfil A,1,1,Querétaro,15.0,Solicitud,40.0,91.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PBB,PBB,Tlalpan,Indefinido,Ciudad de México,México,94.5,1033,No Tec,2024-02-02T00:00:00.000Z,Perfil A,1,1,Ciudad de México,15.0,Solicitud,17.0,88.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Irapuato,IRA,Mexicana,M,PBB,PBB,Irapuato,Irapuato,Guanajuato,México,84.0,1261,No Tec,2024-02-02T00:00:00.000Z,Perfil A,1,1,Irapuato,15.0,Solicitud,26.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Puebla,PUE,Mexicana,F,PTM,PTM,Santa María Atlihuetzian,Yauhquemehcan,Tlaxcala,México,96.5,989,No Tec,2024-01-24T00:00:00.000Z,Perfil A,1,1,Puebla,14.0,Solicitud,50.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Cuernavaca,MOR,Mexicana,M,PTM,PTM,Cuernavaca,Cuernavaca,Morelos,México,85.71,1350,No Tec,2024-01-18T00:00:00.000Z,Perfil A,1,1,Cuernavaca,15.0,Solicitud,50.0,108.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Toluca,TOL,Mexicana,M,PBB,PBB,Metepec,Metepec,Estado de México,México,88.0,896,No Tec,2024-01-17T00:00:00.000Z,Perfil B,1,1,Toluca,14.0,Solicitud,30.0,77.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,PTM,PTM,Santiago de Querétaro,Querétaro,Querétaro,México,83.0,1062,No Tec,2024-01-31T00:00:00.000Z,Perfil A,1,1,Querétaro,15.0,Solicitud,38.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PBB,PBB,Tlalpan,Indefinido,Ciudad de México,México,85.5,1026,No Tec,2024-02-05T00:00:00.000Z,Perfil A,0,0,Ciudad de México,14.0,Solicitud,31.0,91.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PBB,PBB,Cuauhtémoc,Indefinido,Ciudad de México,México,85.0,876,No Tec,2024-02-06T00:00:00.000Z,Perfil B,1,1,Santa Fe,14.0,Solicitud,23.0,75.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Lagüera,PGL,Mexicana,M,PBB,PBB,Monterrey,Monterrey,Nuevo León,México,93.31,1013,No Tec,2024-01-25T00:00:00.000Z,Perfil A,0,0,Monterrey,14.0,Solicitud,33.0,93.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PBB,PBB,Nezahualcoyotl,Texcoco,Estado de México,México,96.0,1117,No Tec,2024-01-21T00:00:00.000Z,Perfil A,1,1,Ciudad de México,15.0,Solicitud,37.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,PBB,PBB,Santiago de Querétaro,Querétaro,Querétaro,México,89.5,953,No Tec,2024-01-10T00:00:00.000Z,Perfil A,0,0,Querétaro,15.0,Solicitud,19.0,89.0,19.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PBB,PBB,Tlalpan,Indefinido,Ciudad de México,México,86.5,1077,No Tec,2024-01-19T00:00:00.000Z,Perfil A,1,1,Ciudad de México,14.0,Solicitud,27.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Sonora Norte,HER,Mexicana,M,PTM,PTM,Hermosillo,Hermosillo,Sonora,México,79.5,1135,No Tec,2024-02-01T00:00:00.000Z,Perfil A,1,1,,15.0,Solicitud,40.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PTM,PTM,Alvaro Obregón,Indefinido,Ciudad de México,México,89.0,1117,No Tec,2024-01-22T00:00:00.000Z,Perfil A,0,0,Santa Fe,15.0,Solicitud,50.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Puebla,PUE,Mexicana,F,PBB,PBB,San Martín Texmelucan de Labastida,San Martín Texmelucan,Puebla,México,96.5,1125,No Tec,2024-01-18T00:00:00.000Z,Perfil A,1,1,Puebla,14.0,Solicitud,27.0,91.0,21.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,F,PBB,PBB,Culiacán Rosales,Culiacán,Sinaloa,México,90.9,895,No Tec,2024-02-20T00:00:00.000Z,Perfil B,1,1,Sinaloa,14.0,Solicitud,24.0,75.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,PTM,PTM,Ciudad Adolfo López Mateos,Atizapán de Zaragoza,Estado de México,México,96.5,1278,No Tec,2024-01-16T00:00:00.000Z,Perfil A+,1,1,Estado de México,15.0,Solicitud,40.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.9,0.0,1.0,0.0,1.0,1.0,0.9,Hijo de Profesor,0.0,1.0,0.9
Toluca,MET,Mexicana,F,PBB,PBB,Metepec,Metepec,Estado de México,México,91.5,1177,No Tec,2024-01-31T00:00:00.000Z,Perfil A+,1,1,Toluca,15.0,Solicitud,38.0,90.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,ESM,Mexicana,F,PTM,PTM,,,,Estados Unidos de América,88.8,1045,No Tec,2024-01-29T00:00:00.000Z,Perfil A,1,1,Extranjero NO LATAM,16.0,Solicitud,47.0,91.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,PBB,PBB,San Juan del Rio,San Juan del Río,Querétaro,México,84.0,990,No Tec,2024-02-20T00:00:00.000Z,Perfil A,0,0,Querétaro,15.0,Solicitud,34.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,PBB,PBB,Naucalpan de Juárez,Naucalpan de Juárez,Estado de México,México,96.0,1400,No Tec,2024-01-29T00:00:00.000Z,Perfil A+,1,1,Estado de México,15.0,Solicitud,50.0,92.0,17.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Lagüera,PGL,Mexicana,F,PBB,PBB,Montemorelos,Montemorelos,Nuevo León,México,86.5,976,No Tec,2024-02-27T00:00:00.000Z,Perfil A,0,0,Monterrey,14.0,Solicitud,14.0,92.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,PBB,PBB,Zapopan,Zapopan,Jalisco,México,88.5,950,No Tec,2024-02-02T00:00:00.000Z,Perfil A,1,1,Guadalajara,15.0,Solicitud,49.0,83.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Cumbres,PCM,Mexicana,M,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,87.0,1203,No Tec,2024-02-23T00:00:00.000Z,Perfil A,0,0,Monterrey,14.0,Solicitud,50.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,PBB,PBB,Indefinido,Aguascalientes,Aguascalientes,México,80.0,1200,No Tec,2024-01-31T00:00:00.000Z,Perfil A,1,1,,15.0,Solicitud,41.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Hidalgo,HGO,Mexicana,F,PBB,PBB,Zumpango de Ocampo,Zumpango,Estado de México,México,87.5,985,No Tec,2024-02-18T00:00:00.000Z,Perfil A,1,1,Hidalgo,14.0,Solicitud,18.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Puebla,PUE,Mexicana,M,PBB,PBB,Tuxtla Gutiérrez,Tuxtla Gutiérrez,Chiapas,México,98.5,1204,No Tec,2024-01-18T00:00:00.000Z,Perfil A+,1,1,Chiapas,14.0,Solicitud,37.0,88.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Lagüera,PGL,Mexicana,M,PBB,PBB,Guadalupe,Guadalupe,Nuevo León,México,84.0,1032,No Tec,2024-02-01T00:00:00.000Z,Perfil A,0,0,Monterrey,14.0,Solicitud,37.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PBB,PBB,Alvaro Obregón,Indefinido,Ciudad de México,México,95.5,873,No Tec,2024-02-06T00:00:00.000Z,Perfil B,1,1,Santa Fe,15.0,Solicitud,29.0,73.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,PBB,PBB,Zapopan,Zapopan,Jalisco,México,99.5,1133,No Tec,2024-02-02T00:00:00.000Z,Perfil A+,1,1,Guadalajara,15.0,Solicitud,29.0,94.0,19.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Cuernavaca,MOR,Mexicana,M,PBB,PBB,Cuernavaca,Cuernavaca,Morelos,México,88.5,1297,No Tec,2024-01-31T00:00:00.000Z,Perfil A,1,1,,15.0,Solicitud,33.0,81.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
