CAMPUS_UTILIZADO,SEDE,NACIONALIDAD,CLAVE_GENERO,CLAVE_TIPO_ADMISION_TIPO_INGRESO,AREA,CLAVE_MAJOR_PGMA_ACAD,CLAVE_ESCUELA,NOMBRE_ESCUELA,DESC_MUNICIPIO_ESCUELA,DESC_PAIS_ESCUELA,V_PROM_IND,V_PAA_IND,PERFIL,IPP,INSCRITO,CAMPUS_APORTACION,EDAD,ORIGEN_DE_LA_SOLICITUD,RUBRICA,ENSAYO,CV,V_PLDM,V_SOL_BSE,BECA_SOAF,CREDITO_SOAF,V_POSTDTA,V_POSTULADOBTE,v_becadobte,BECABTE,DISCIPLINA,V_POSBCRE,BECA_BHP,V_POSBEM,V_POSBTT,V_BHP,V_BSE,v_anybeca,POST_ANYBECA,V_BECABTE,V_ANY_BECA,PRC_BECA_F,PRC_CREDITO_F
Monterrey,MTY,Mexicana,F,N5,IBQ,IBT,H65052,Colegio St. John's,La Paz,México,98.03,1328,Perfil A,1,1,Guadalajara,17.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,N5,IIT,IM,H03017,Colegio Nuevo Continente,Querétaro,México,97.0,1422,Perfil A+,1,1,Querétaro,18.0,Solicitud,94.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,ICI,ICI,H00417,Preparatoria No. 7 Oriente,San Nicolás de los Garza,México,97.16,1377,Perfil A+,0,0,Monterrey,16.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,N5,CIS,CIS,H00895,Dr. Emilio Cárdenas A.C.,Tlalnepantla de Baz,México,96.28,1336,Perfil A,0,0,Estado de México,17.0,Solicitud,110.0,25.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,NEG,LAE,H06527,Instituto Blaise Pascale,Oaxaca de Juárez,México,87.0,1170,Perfil B,1,1,Puebla,17.0,Marketing digital,78.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,N5,ESC,ARQ,H27420,Instituto Santiago,San Juan del Río,México,95.0,1287,Perfil A,0,0,Querétaro,17.0,Solicitud,91.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,AGS,Mexicana,F,N5,NEG,LIN,H41288,Tepeyac Campus Aguascalientes,Aguascalientes,México,99.75,1198,Perfil A,1,1,,17.0,Marketing digital,100.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,IIT,IMT,H69219,Escuela Técnica Roberto Rocca,Pesquería,México,92.43,1350,Perfil A,0,0,Monterrey,17.0,Solicitud,106.0,21.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sinaloa,SIN,Estadounidense,M,N5,IIT,IE,H03635,Colegio Enrique Arreguín,Ahome,México,95.0,1525,Perfil A,0,0,Guadalajara,17.0,Solicitud,106.0,21.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,N5,ESC,LTM,H68377,Northridge School México,Cuajimalpa de Morelos,México,78.17,1252,Perfil B,1,1,,17.0,Solicitud,80.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,IIT,IIS,H01259,Colegio Miguel de Bolonia,San Juan de los Lagos,México,89.0,1372,Perfil A,0,0,Aguascalientes,17.0,Solicitud,92.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,N5,IIT,IMD,H00105,Colegio Guadiana La Salle A.C.,Durango,México,94.42,1347,Perfil A,1,1,Laguna,17.0,Solicitud,91.0,21.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,M,N5,NEG,NEG,H01479,CBTIS No. 224,Culiacán,México,100.0,1406,Perfil A+,1,1,Sinaloa,17.0,Solicitud,90.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sonora Norte,HER,Mexicana,F,N5,ESC,LDI,H01083,Pedro de Gante,Nogales,México,91.0,1147,Perfil B,0,0,Sonora Norte,17.0,Solicitud,65.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,IIT,IMT,H02214,Colegio Villa Rica,Boca del Río,México,94.0,1370,Perfil A+,1,1,Puebla,17.0,Solicitud,89.0,19.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,NEG,LEM,H00902,Esc. Internacional Sampedrana,,Honduras,95.49,1165,Perfil B,0,0,Extranjero LATAM,17.0,Solicitud,65.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,N5,ICT,ITC,H04234,Instituto Cultural,Coyoacán,México,94.5,1170,Perfil A,1,1,Ciudad de México,17.0,Contacto directo,100.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,IIT,BME,H18136,Inst Educativo Panamericano SC,Xalapa,México,96.0,1468,Perfil A+,1,1,Puebla,17.0,Solicitud,87.0,17.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,IIT,IMT,H62181,Bachilleres Veracruz,Alvarado,México,99.0,1229,Perfil A,0,0,Puebla,17.0,Solicitud,91.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,IBQ,IBT,H00580,Bachillerato Cumbres Quintana,Othón P. Blanco,México,81.0,1240,Perfil A,0,0,Puebla,17.0,Solicitud,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,F,N5,IIT,IMT,H13424,Escuela Sierra Nevada,Huixquilucan,México,82.78,1341,Perfil A,1,1,Santa Fe,17.0,Solicitud,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,N5,AMC,ARQ,H05436,U del Valle de México Lomas Ve,Naucalpan de Juárez,México,97.27,1188,Perfil A,1,1,Estado de México,17.0,Solicitud,93.0,23.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Chihuahua,CHH,Mexicana,F,N5,ESC,LAD,H59471,Colegio de Bachilleres Plant 1,Cuauhtémoc,México,97.0,1326,Perfil A,0,0,,17.0,Solicitud,104.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Hondureña,F,N5,CIS,LTP,H12786,Cto Escolar Antares/Aldebarán,,Honduras,90.0,1258,Perfil A,1,1,Extranjero LATAM,16.0,Solicitud,82.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,F,N5,AMC,ARQ,H68618,Belmont Secondary School,,Canadá,85.32,1148,Perfil B,0,0,Extranjero NO LATAM,17.0,Marketing digital,70.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Guatemalteca,M,N5,NEG,BBA,H01892,Colegio Valle Verde,,Guatemala,86.33,1174,Perfil A,1,1,Extranjero LATAM,18.0,Solicitud,94.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,CIS,LED,H59951,Univ del Valle de México,Monterrey,México,96.1,1319,Perfil A,1,1,,17.0,Solicitud,100.0,25.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,N5,ICT,ICT,H08533,Centro Escolar del Tepeyac,Naucalpan de Juárez,México,96.5,1347,Perfil A,1,1,Estado de México,18.0,Solicitud,88.0,13.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,N5,ICT,ICT,H08533,Centro Escolar del Tepeyac,Naucalpan de Juárez,México,82.5,1131,Perfil C,0,0,Estado de México,18.0,Solicitud,44.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,N5,NEG,LIN,H05436,U del Valle de México Lomas Ve,Naucalpan de Juárez,México,86.36,1276,Perfil A,0,0,Estado de México,17.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Luis Potosí,SLP,Mexicana,F,N5,ICT,ITC,H00646,Instituto Motolinía,Ciudad Valles,México,93.0,1166,Perfil B,0,0,San Luis Potosí,16.0,Solicitud,80.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hidalgo,HGO,Mexicana,M,N5,NEG,CPF,H03448,Dr. Alberto Zoebisch Sanchéz,Pachuca de Soto,México,88.3,1278,Perfil A,0,0,Hidalgo,17.0,Solicitud,79.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,N5,CIS,LRI,H00850,Baden Powell,Atizapán de Zaragoza,México,96.5,1123,Perfil C,1,1,Estado de México,18.0,Solicitud,46.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,N5,IBQ,IAG,H66209,Centro de Estud Cientif y Tecn,Calera,México,89.0,1364,Perfil A,1,1,Zacatecas,17.0,Solicitud,106.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,F,N5,AMC,ARQ,H22512,Escuela Femenina de Montefalco,Jonacatepec de Leandro Valle,México,99.0,1331,Perfil A,1,1,Cuernavaca,17.0,Solicitud,106.0,21.0,25.0,0.0,1.0,0.25,0.25,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,ICI,ICI,H00532,C.B.T.I.S. No. 24,Victoria,México,98.57,1360,Perfil A+,0,0,Monterrey,17.0,Marketing digital,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toluca,TOL,Mexicana,F,N5,IBQ,IBT,H93267,Unidad Académica: Preparatoria,Acapulco de Juárez,México,100.0,1329,Perfil A,1,1,Cuernavaca,17.0,Marketing digital,90.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,N5,ICI,IDM,H01810,Escuela Moderna Americana,Coyoacán,México,83.5,1281,Perfil A,1,1,Ciudad de México,18.0,Solicitud,86.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,AMC,ARQ,H13961,Centro Univ Anglo Mexicano,Benito Juárez,México,87.0,1257,Perfil A,1,1,Puebla,18.0,Solicitud,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuernavaca,MOR,Salvadoreña,F,N5,ESC,ARQ,H04844,Instituto Bethania,,El Salvador,95.5,1207,Perfil A,0,0,Extranjero LATAM,18.0,Solicitud,90.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,N5,NEG,NEG,H05329,Centro Escolar del Lago,Cuautitlán Izcalli,México,91.67,1156,Perfil B,0,0,Estado de México,18.0,Solicitud,64.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,N5,NEG,LAF,H03124,Colegio Miraflores,Naucalpan de Juárez,México,80.0,1186,Perfil A,1,1,Estado de México,19.0,Solicitud,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,N5,ICI,INA,H27418,Universidad La Salle Nezahualc,Nezahualcóyotl,México,91.25,1219,Perfil A,1,1,Ciudad de México,19.0,Solicitud,104.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Ecuatoriana,M,N5,IIT,IM,H01720,Liceo Internacional,,Ecuador,92.78,1237,Perfil A,0,0,Extranjero LATAM,17.0,Solicitud,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toluca,TOL,Mexicana,M,N5,IBQ,IBT,H61590,Preparatoria Oficial No. 199,Villa Victoria,México,96.03,1188,Perfil A,0,0,Toluca,17.0,Solicitud,100.0,15.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,IIT,IIS,H80543,Emilio Rabasa Estebanell,Cacahoatán,México,100.0,1496,Perfil A+,1,1,,17.0,Solicitud,94.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,F,N5,IIT,IID,H00876,Instituto Mexicano Regina,Miguel Hidalgo,México,95.5,1404,Perfil A+,1,1,Santa Fe,18.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,F,N5,IBQ,IBT,H01124,E.N.P. 4 Vidal Castañeda y N.,Indefinido,México,96.0,1310,Perfil A,1,1,Santa Fe,17.0,Solicitud,100.0,15.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Cuernavaca,MOR,Mexicana,M,N5,IIT,IMD,H63615,Escuela El Peñón,Jonacatepec de Leandro Valle,México,97.0,1411,Perfil A+,0,0,Cuernavaca,17.0,Marketing digital,110.0,25.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,F,N5,ICT,ICT,H18130,Bach Tecnologic John J Sparks,Coatzacoalcos,México,100.0,1465,Perfil A+,1,1,Puebla,18.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Hidalgo,HGO,Mexicana,M,N5,ICI,ICI,H18071,Univ Tecn de Mexico UNITEC,Ecatepec de Morelos,México,99.06,1366,Perfil A+,1,1,Estado de México,18.0,Solicitud,91.0,21.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,N5,ICT,ICT,H06527,Instituto Blaise Pascale,Oaxaca de Juárez,México,81.31,1247,Perfil A,1,1,Puebla,17.0,Solicitud,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,N5,AMC,IC,H69463,Preparatoria Giocosa,Indefinido,México,82.59,1172,Perfil A,0,0,Ciudad de México,17.0,Solicitud,90.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,N5,ICI,ICI,H63656,Campoverde Manzanillo A.C.,Manzanillo,México,94.38,1311,Perfil A,1,1,Guadalajara,17.0,Solicitud,91.0,21.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sonora Norte,HER,Mexicana,M,N5,ICT,ITC,H01083,Pedro de Gante,Nogales,México,97.0,1321,Perfil A,1,1,Sonora Norte,18.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Aguascalientes,AGS,Estadounidense,M,N5,IIT,IIT,H67451,Preparatoria Independencia,Calvillo,México,99.75,1284,Perfil A,0,0,Aguascalientes,17.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,F,N5,IBQ,IBT,H16089,Prepa Enrique Cabrera Barroso,Puebla,México,97.7,1197,Perfil A,0,0,Puebla,17.0,Solicitud,98.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,NEG,LEM,H06488,Preparatoria No. 19 (U.A.N.L.),García,México,96.31,1173,Perfil B,0,0,Monterrey,17.0,Solicitud,70.0,25.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,SLD,MC,H41205,Colegio Americano de Xalapa,Emiliano Zapata,México,98.21,1408,Perfil A+,1,1,Puebla,17.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,M,N5,NEG,LAE,H01948,UPAEP Prepa Lomas,Puebla,México,81.3,1152,Perfil C,0,0,Puebla,18.0,Marketing digital,55.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
León,LEO,Estadounidense,F,N5,NEG,NEG,H03505,Instituto Cumbres de León,León,México,92.0,1106,Perfil C,0,0,León,17.0,Solicitud,65.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,N5,NEG,LEM,H00711,Colegio Indoamericano S.C.,Tlalnepantla de Baz,México,95.0,1298,Perfil A,0,0,Estado de México,17.0,Solicitud,76.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,M,N5,ESC,LTM,H01412,C.B.T.I.S. No. 165,Coatepec,México,84.0,1167,Perfil C,0,0,Puebla,17.0,Solicitud,55.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,F,N5,IBQ,IBT,H01479,CBTIS No. 224,Culiacán,México,98.0,1279,Perfil A,0,0,Sinaloa,17.0,Contacto directo,108.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,N5,IIT,BIE,H65718,Bachillerato Cumbres Oaxaca,Oaxaca de Juárez,México,90.58,1439,Perfil A+,1,1,Puebla,17.0,Solicitud,100.0,15.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,N5,ESC,LAD,H00948,Colegio Carol Baur,Naucalpan de Juárez,México,79.0,1222,Perfil B,1,1,Estado de México,18.0,Solicitud,70.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,M,N5,NEG,LAF,H62303,Universidad Anáhuac,Culiacán,México,95.0,1426,Perfil A+,1,1,Sinaloa,18.0,Solicitud,104.0,19.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,N5,NEG,LAE,H04494,Colegio de Bach. de Qro. P. 2,Amealco de Bonfil,México,96.3,1296,Perfil C,0,0,Querétaro,18.0,Solicitud,51.0,21.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Guatemalteca,F,N5,IBQ,IBT,H81724,Cooperstown Jr/Sr High School,,Estados Unidos de América,95.86,1400,Perfil A+,1,1,Extranjero NO LATAM,18.0,Solicitud,90.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,N5,IIT,IMT,H68236,Universidad La Salle,Indefinido,México,99.5,1425,Perfil A+,1,1,,17.0,Solicitud,94.0,19.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,N5,NEG,BGB,H49514,Federal Lázaro Cárdenas,Tijuana,México,90.06,1218,Perfil A,0,0,,17.0,Solicitud,92.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,F,N5,CIS,CIS,H16152,Bachillerato Varonil Sur UPAEP,Puebla,México,91.7,1089,Perfil D,0,0,Puebla,17.0,Solicitud,31.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
