SEDE,NACIONALIDAD,CLAVE_GENERO,CLAVE_TIPO_ADMISION_TIPO_INGRESO,CLAVE_MAJOR_PGMA_ACAD,CLAVE_ESCUELA,DESC_ESTADO_ESCUELA,V_PROM_IND,V_PAA_IND,V_TEC_NO_TEC,FECHA_DECISION_ADMISION_FINAL,PERFIL,INSCRITO,CAMPUS_APORTACION,EDAD,ORIGEN_DE_LA_SOLICITUD,PUNTAJE_EUC,RUBRICA,ENSAYO,CV,BECA_SOAF,CREDITO_SOAF,V_POSTDTA,BECABTE,DISCIPLINA,V_BHP,POST_ANYBECA,TIPO_BECA_F,V_ANY_BECA,PRC_BECA_F,PRC_CREDITO_F,ESTADO_BSE,ESTADO_BTE
GDA,Boliviana,F,N5,MC,H62345,,98.0,1390,No Tec,2024-03-04T00:00:00.000Z,Perfil A+,0,Extranjero LATAM,18.0,Solicitud,,108.0,23.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,F,N5,LAF,H00435,Ciudad de México,89.62,1262,No Tec,2023-11-28T00:00:00.000Z,Perfil A,1,Santa Fe,18.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,ARQ,H13935,Jalisco,94.84,1237,No Tec,2024-01-03T00:00:00.000Z,Perfil A,1,Guadalajara,17.0,Solicitud,48.0,97.0,12.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Guatemalteca,M,N5,LIT,H06205,,82.5,1312,No Tec,2023-11-24T00:00:00.000Z,Perfil A,1,Extranjero LATAM,18.0,Solicitud,,92.0,17.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,LIT,H00639,Sinaloa,100.0,1494,No Tec,2023-11-09T00:00:00.000Z,Perfil A+,1,Guadalajara,17.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,F,N5,ITC,H00300,Querétaro,82.0,1147,No Tec,2023-12-13T00:00:00.000Z,Perfil C,1,Querétaro,18.0,Solicitud,,65.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Hondureña,M,N5,IIT,H49248,,93.5,1430,No Tec,2023-12-05T00:00:00.000Z,Perfil A+,0,Extranjero LATAM,17.0,Solicitud,,106.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
HER,Mexicana,F,N5,IIT,H60115,Sonora,98.09,1322,No Tec,2023-11-28T00:00:00.000Z,Perfil A,1,Sonora Norte,18.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,BGB,H00105,Durango,96.0,1303,No Tec,2023-12-12T00:00:00.000Z,Perfil A,0,Laguna,17.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,M,N5,LED,H43156,Puebla,96.0,1097,No Tec,2024-02-06T00:00:00.000Z,Perfil D,0,,17.0,Solicitud,20.0,38.0,13.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
AGS,Mexicana,F,N5,ESC,H67388,Aguascalientes,95.0,1244,No Tec,2023-11-16T00:00:00.000Z,Perfil B,0,Aguascalientes,18.0,Solicitud,47.0,80.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,M,N5,ITC,H48997,Puebla,95.0,1298,No Tec,2023-12-06T00:00:00.000Z,Perfil A,0,,18.0,Solicitud,29.0,102.0,17.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
LAG,Mexicana,F,N5,ICI,H01946,Coahuila,95.42,1389,No Tec,2023-12-06T00:00:00.000Z,Perfil A+,1,Laguna,18.0,Solicitud,50.0,106.0,21.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IC,H00006,Nuevo León,90.5,1239,No Tec,2024-02-14T00:00:00.000Z,Perfil A,1,Monterrey,17.0,Solicitud,32.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Estadounidense,M,N5,IQ,H62567,Jalisco,81.23,1231,No Tec,2024-02-01T00:00:00.000Z,Perfil A,1,Guadalajara,18.0,Solicitud,50.0,87.0,17.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,LC,H66269,Nuevo León,83.04,1172,No Tec,2024-02-19T00:00:00.000Z,Perfil A,0,Monterrey,17.0,Solicitud,50.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,BGB,H01810,Ciudad de México,81.0,1259,No Tec,2023-12-06T00:00:00.000Z,Perfil A,1,Ciudad de México,19.0,Solicitud,50.0,94.0,19.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IFI,H02742,Veracruz,93.33,1446,No Tec,2023-11-09T00:00:00.000Z,Perfil A+,1,Puebla,18.0,Solicitud,40.0,94.0,19.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,M,N5,ESC,H01581,Guanajuato,88.0,1357,No Tec,2023-12-12T00:00:00.000Z,Perfil A,1,Irapuato,17.0,Solicitud,50.0,94.0,19.0,15.0,0.0,0.0,0.0,0.0,Artistico,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1.0
GDA,Mexicana,F,N5,MC,H93124,Baja California Sur,96.0,1351,No Tec,2023-12-12T00:00:00.000Z,Perfil A,0,Guadalajara,17.0,Solicitud,41.0,81.0,6.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,ITC,H00639,Sinaloa,94.0,1245,No Tec,2023-12-05T00:00:00.000Z,Perfil A,1,Guadalajara,17.0,Solicitud,38.0,89.0,19.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SIN,Mexicana,F,N5,LAE,H17280,Sinaloa,98.97,1315,No Tec,2023-11-27T00:00:00.000Z,Perfil A,1,Sinaloa,18.0,Solicitud,37.0,110.0,25.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,ICI,H66203,Baja California,96.8,1287,No Tec,2023-11-24T00:00:00.000Z,Perfil A,0,Monterrey,17.0,Solicitud,50.0,87.0,12.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IM,H00178,Sinaloa,88.0,1527,No Tec,2023-11-10T00:00:00.000Z,Perfil A,1,Guadalajara,17.0,Solicitud,50.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
COB,Mexicana,F,N5,IM,H01997,Sonora,93.0,1339,No Tec,2023-11-17T00:00:00.000Z,Perfil A,0,Ciudad Obregón,18.0,Solicitud,50.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,LAD,H00639,Sinaloa,99.0,1244,No Tec,2023-11-09T00:00:00.000Z,Perfil A,0,Guadalajara,18.0,Solicitud,,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,F,N5,LAD,H01752,Ciudad de México,97.0,1273,No Tec,2023-11-27T00:00:00.000Z,Perfil A,1,Ciudad de México,18.0,Solicitud,50.0,87.0,17.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IMD,H66269,Nuevo León,94.16,1384,No Tec,2023-12-04T00:00:00.000Z,Perfil A+,1,Monterrey,16.0,Solicitud,50.0,83.0,13.0,10.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
GDA,Mexicana,M,N5,BFI,H68065,Michoacán,100.0,1391,No Tec,2023-12-05T00:00:00.000Z,Perfil A+,1,Guadalajara,17.0,Solicitud,49.0,110.0,25.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,F,N5,IMT,H16476,Tabasco,97.0,1165,No Tec,2024-02-14T00:00:00.000Z,Perfil B,0,Puebla,18.0,Solicitud,36.0,60.0,15.0,15.0,0.0,0.0,0.0,0.0,Artistico,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1.0
CSF,Mexicana,M,N5,LAF,H13424,Estado de México,87.64,1273,No Tec,2023-12-01T00:00:00.000Z,Perfil A,1,Santa Fe,18.0,Marketing digital,42.0,92.0,17.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
LAG,Mexicana,F,N5,IC,H41430,Coahuila,99.29,1457,No Tec,2023-11-30T00:00:00.000Z,Perfil A+,0,Laguna,17.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,ARQ,H21021,Baja California Sur,92.0,1166,No Tec,2023-12-06T00:00:00.000Z,Perfil B,1,Guadalajara,17.0,Solicitud,50.0,40.0,0.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,LAD,H00529,Coahuila,93.0,1269,No Tec,2024-01-26T00:00:00.000Z,Perfil A,0,Monterrey,17.0,Solicitud,34.0,98.0,23.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
QRO,Guatemalteca,F,N5,BGB,H02348,,90.4,1134,No Tec,2023-12-13T00:00:00.000Z,Perfil C,1,Extranjero LATAM,17.0,Solicitud,43.0,40.0,15.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,M,N5,BME,H64852,Puebla,91.89,1247,No Tec,2024-01-03T00:00:00.000Z,Perfil A,0,Puebla,18.0,Solicitud,50.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,N5,IIS,H27010,Jalisco,88.0,1256,No Tec,2023-12-12T00:00:00.000Z,Perfil B,1,Guadalajara,17.0,Solicitud,28.0,70.0,15.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,F,N5,BME,H03470,Ciudad de México,92.67,1343,No Tec,2023-11-27T00:00:00.000Z,Perfil A,1,Ciudad de México,19.0,Solicitud,,92.0,17.0,15.0,0.15,0.15,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
MTY,Dominicana,M,N5,IDM,H27062,,93.17,1470,No Tec,2023-12-11T00:00:00.000Z,Perfil A+,1,Extranjero LATAM,17.0,Solicitud,50.0,94.0,19.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,M,N5,LAF,H61219,Guerrero,89.0,1207,No Tec,2023-12-10T00:00:00.000Z,Perfil A,0,Cuernavaca,18.0,Marketing digital,50.0,93.0,23.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,F,N5,LDI,H67816,Veracruz,95.92,1102,No Tec,2023-11-09T00:00:00.000Z,Perfil C,1,Puebla,17.0,Solicitud,29.0,61.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,IMD,H22514,Baja California Sur,98.0,1214,No Tec,2024-02-01T00:00:00.000Z,Perfil A,1,Guadalajara,18.0,Solicitud,28.0,86.0,11.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
LAG,Mexicana,M,N5,ICT,H01615,Coahuila,90.21,1414,No Tec,2023-12-13T00:00:00.000Z,Perfil A+,1,Laguna,18.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,LDO,H00021,Nuevo León,86.93,1332,No Tec,2024-02-06T00:00:00.000Z,Perfil A,1,Monterrey,16.0,Solicitud,50.0,82.0,12.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,N5,IIT,H00639,Sinaloa,92.0,1200,No Tec,2024-02-01T00:00:00.000Z,Perfil A,0,Guadalajara,17.0,Solicitud,38.0,87.0,17.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CHH,Mexicana,F,N5,IQ,H00114,Chihuahua,97.0,1225,No Tec,2023-12-06T00:00:00.000Z,Perfil A,0,Chihuahua,17.0,Solicitud,44.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,LRI,H00639,Sinaloa,96.5,1096,No Tec,2024-02-27T00:00:00.000Z,Perfil D,1,Guadalajara,17.0,Solicitud,50.0,36.0,21.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IMT,H49559,Tamaulipas,93.0,1260,No Tec,2024-02-20T00:00:00.000Z,Perfil A,0,,17.0,Solicitud,36.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,F,N5,LC,H00850,Estado de México,92.5,1160,No Tec,2023-11-30T00:00:00.000Z,Perfil B,0,Estado de México,17.0,Solicitud,,66.0,21.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,F,N5,ARQ,H06836,Querétaro,87.33,1286,No Tec,2023-11-21T00:00:00.000Z,Perfil A,1,Querétaro,17.0,Marketing digital,40.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,M,N5,ITC,H67888,Estado de México,91.0,1225,No Tec,2023-12-05T00:00:00.000Z,Perfil A,1,,17.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
CSF,Mexicana,M,N5,IMT,H08654,Ciudad de México,97.5,1439,No Tec,2023-11-22T00:00:00.000Z,Perfil A+,1,Santa Fe,19.0,Solicitud,,96.0,21.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,ARQ,H62087,Guanajuato,82.6,1270,No Tec,2023-12-12T00:00:00.000Z,Perfil A,1,León,18.0,Solicitud,50.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Guatemalteca,M,N5,IIS,H79424,,100.0,1510,No Tec,2023-12-04T00:00:00.000Z,Perfil A+,1,Extranjero LATAM,19.0,Solicitud,46.0,96.0,21.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IBT,H13239,Nuevo León,97.25,1500,No Tec,2023-11-07T00:00:00.000Z,Perfil A+,1,Monterrey,18.0,Solicitud,,102.0,17.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IDM,H00603,Tamaulipas,98.5,1345,No Tec,2024-01-09T00:00:00.000Z,Perfil A,1,Monterrey,18.0,Solicitud,,85.0,15.0,10.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,N5,ICI,H00178,Sinaloa,97.0,1320,No Tec,2024-02-01T00:00:00.000Z,Perfil A,1,Guadalajara,18.0,Solicitud,50.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,M,N5,ESC,H49557,Veracruz,93.0,1312,No Tec,2023-11-15T00:00:00.000Z,Perfil A,1,,17.0,Solicitud,46.0,106.0,21.0,25.0,0.2,0.2,1.0,0.0,Artistico,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,1.0
GDA,Mexicana,M,N5,CPF,H00426,Sinaloa,99.5,1327,No Tec,2023-11-09T00:00:00.000Z,Perfil A,1,Guadalajara,18.0,Solicitud,35.0,91.0,21.0,10.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IC,H13449,,89.61,1130,No Tec,2023-12-04T00:00:00.000Z,Perfil B,1,Extranjero NO LATAM,18.0,Solicitud,47.0,64.0,19.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,LAE,H00133,Sinaloa,91.0,1193,No Tec,2023-11-17T00:00:00.000Z,Perfil A,1,Guadalajara,17.0,Marketing digital,50.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,LTM,H68065,Michoacán,92.9,1254,No Tec,2024-02-14T00:00:00.000Z,Perfil A,1,Guadalajara,17.0,Solicitud,35.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,China,F,N5,BBA,H00426,Sinaloa,97.0,1215,No Tec,2023-12-06T00:00:00.000Z,Perfil A,1,Guadalajara,18.0,Solicitud,47.0,91.0,21.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IIT,H13449,,93.33,1310,No Tec,2024-02-12T00:00:00.000Z,Perfil A,1,Extranjero NO LATAM,18.0,Solicitud,45.0,90.0,15.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IC,H13239,Nuevo León,99.4,1490,No Tec,2023-11-16T00:00:00.000Z,Perfil A+,0,Monterrey,18.0,Solicitud,,94.0,9.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,F,N5,LC,H16152,Puebla,93.9,1267,No Tec,2023-11-16T00:00:00.000Z,Perfil B,1,Puebla,17.0,Solicitud,50.0,55.0,15.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
MTY,Mexicana,M,N5,LAF,H62149,Nuevo León,91.8,1158,No Tec,2023-11-29T00:00:00.000Z,Perfil B,1,Monterrey,17.0,Solicitud,44.0,65.0,25.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IIT,H64884,Estado de México,86.0,1392,No Tec,2023-11-29T00:00:00.000Z,Perfil A,0,Toluca,18.0,Solicitud,,80.0,10.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
QRO,Mexicana,F,N5,IBT,H00133,Sinaloa,96.0,1084,No Tec,2023-12-13T00:00:00.000Z,Perfil D,0,Guadalajara,18.0,Solicitud,43.0,40.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,NEG,H41568,Quintana Roo,83.5,1215,No Tec,2023-12-12T00:00:00.000Z,Perfil A,0,Puebla,17.0,Solicitud,50.0,87.0,2.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
TOL,Mexicana,F,N5,LDI,H01064,Estado de México,93.63,1390,No Tec,2023-12-15T00:00:00.000Z,Perfil A+,1,Toluca,18.0,Marketing digital,50.0,106.0,21.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
TAM,Mexicana,M,N5,IMT,H01318,Tamaulipas,96.0,1124,No Tec,2023-10-30T00:00:00.000Z,Perfil C,0,Tampico,17.0,Solicitud,20.0,57.0,17.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IBT,H00039,Baja California,92.0,1345,No Tec,2023-11-16T00:00:00.000Z,Perfil A,1,Monterrey,17.0,Solicitud,50.0,96.0,21.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
MTY,Hondureña,M,N5,IQ,H00902,,96.56,1309,No Tec,2023-11-17T00:00:00.000Z,Perfil A,1,Extranjero LATAM,18.0,Solicitud,,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,LEM,H27010,Jalisco,93.0,1190,No Tec,2023-11-30T00:00:00.000Z,Perfil A,1,Guadalajara,17.0,Solicitud,44.0,98.0,23.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Ecuatoriana,M,N5,LRI,H79143,,100.0,1230,No Tec,2024-02-19T00:00:00.000Z,Perfil A,1,Extranjero LATAM,18.0,Solicitud,23.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Dominicana,M,N5,BME,H22244,,95.98,1260,No Tec,2023-11-29T00:00:00.000Z,Perfil A,0,Extranjero LATAM,17.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,BGB,H01157,Nuevo León,82.0,1268,No Tec,2024-02-27T00:00:00.000Z,Perfil A,0,Monterrey,21.0,Solicitud,40.0,92.0,7.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,F,N5,IMD,H01279,Ciudad de México,89.5,1268,No Tec,2024-02-15T00:00:00.000Z,Perfil A,0,Santa Fe,18.0,Solicitud,,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
LAG,Mexicana,F,N5,LIN,H01946,Coahuila,98.0,1163,No Tec,2023-12-06T00:00:00.000Z,Perfil B,0,Laguna,17.0,Solicitud,50.0,80.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,LED,H03885,Baja California Sur,92.0,1164,No Tec,2023-11-22T00:00:00.000Z,Perfil B,0,Guadalajara,17.0,Solicitud,50.0,68.0,23.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
TOL,Mexicana,M,N5,NEG,H01064,Estado de México,85.98,1275,No Tec,2023-11-15T00:00:00.000Z,Perfil A,1,Toluca,17.0,Solicitud,29.0,95.0,25.0,10.0,0.2,0.2,0.0,0.0,No aplica,0.0,1.0,Tradicional,1.0,0.2,0.2,2.0,0.0
CSF,Mexicana,F,N5,NEG,H02546,Ciudad de México,83.0,1163,No Tec,2024-01-29T00:00:00.000Z,Perfil C,0,Santa Fe,17.0,Solicitud,50.0,43.0,13.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,LEM,H14081,Nuevo León,94.16,1385,No Tec,2024-01-10T00:00:00.000Z,Perfil A+,0,Monterrey,17.0,Solicitud,50.0,80.0,10.0,10.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,N5,BME,H63656,Colima,96.0,1343,No Tec,2023-11-30T00:00:00.000Z,Perfil A,1,Guadalajara,18.0,Solicitud,50.0,85.0,15.0,10.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,N5,ITC,H27268,Sinaloa,94.0,1258,No Tec,2023-11-15T00:00:00.000Z,Perfil A,0,Guadalajara,17.0,Solicitud,50.0,98.0,13.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,N5,IMT,H00639,Sinaloa,93.0,1350,No Tec,2023-11-30T00:00:00.000Z,Perfil A,1,Guadalajara,17.0,Solicitud,28.0,96.0,21.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
HER,Mexicana,M,N5,IMT,H00318,Sonora,98.23,1321,No Tec,2023-11-09T00:00:00.000Z,Perfil A,1,Sonora Norte,17.0,Solicitud,44.0,100.0,15.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,LED,H14081,Nuevo León,90.77,1335,No Tec,2024-02-28T00:00:00.000Z,Perfil A,0,Monterrey,17.0,Solicitud,50.0,83.0,8.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
